date,weekday,meal_period,dish_name,dish_category,kitchen_section,estimated_guests,actual_guests,event_type,occupancy_rate,weather,prepared_qty,leftover_qty,leftover_ratio,service_time_remaining,refill_count,waste_level,possible_reason,recommended_action
2025-10-16,Thursday,Dinner,Roasted Chicken,meat,Hot Kitchen,180,176,group_tour,0.68,cloudy,9.9,1.1,0.11,45,2,Low,Regular consumption,Maintain current quantity
2026-03-04,Wednesday,Lunch,Mixed Seafood,seafood,Hot Kitchen,181,177,group_tour,0.58,rainy,9.7,0.6,0.06,90,2,Low,Regular consumption,Maintain current quantity
2026-02-04,Wednesday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,217,187,normal,0.58,cloudy,4.0,0.9,0.23,90,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-11-10,Monday,Lunch,Braised Pork,meat,Hot Kitchen,120,113,normal,0.58,sunny,5.9,3.8,0.64,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-06,Friday,Lunch,Steamed Fish,seafood,Hot Kitchen,102,85,normal,0.81,cloudy,3.9,0.7,0.18,15,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-01,Sunday,Lunch,Congee Side Toppings,side dish,Cold / Prep,159,149,group_tour,0.57,rainy,8.6,3.8,0.44,45,0,High,Overproduction,Reduce initial quantity
2025-12-22,Monday,Dinner,Fruit Platter,dessert,Cold Dishes,235,233,wedding,0.91,sunny,6.6,2.5,0.38,45,2,High,Overproduction,Reduce initial quantity
2026-03-01,Sunday,Lunch,Steamed Fish,seafood,Hot Kitchen,210,222,group_tour,0.57,rainy,12.6,3.0,0.24,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-05,Sunday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,174,154,normal,0.5,rainy,4.2,1.4,0.33,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-03-04,Wednesday,Breakfast,Braised Pork,meat,Hot Kitchen,131,143,wedding,0.51,rainy,10.0,5.0,0.5,30,4,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-12-06,Saturday,Lunch,Congee Side Toppings,side dish,Cold / Prep,130,137,group_tour,0.77,sunny,5.4,0.7,0.13,45,2,Low,Regular consumption,Maintain current quantity
2025-10-18,Saturday,Lunch,Steamed Fish,seafood,Hot Kitchen,127,104,normal,0.58,sunny,8.2,2.5,0.3,90,1,Medium,Overproduction,Reduce final refill quantity
2025-10-30,Thursday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,87,97,group_tour,0.76,sunny,2.7,0.8,0.3,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-25,Sunday,Lunch,Fried Noodles,staple,Hot Kitchen,69,70,normal,0.45,rainy,4.6,0.8,0.17,90,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-05,Thursday,Lunch,Fried Rice,staple,Hot Kitchen,77,74,normal,0.84,rainy,6.1,2.6,0.43,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-02,Friday,Dinner,Roasted Chicken,meat,Hot Kitchen,83,74,normal,0.77,sunny,3.2,0.9,0.28,45,3,Medium,Overproduction,Use smaller refill batch
2025-11-17,Monday,Breakfast,Fruit Platter,dessert,Cold Dishes,202,202,wedding,0.55,rainy,5.8,1.5,0.26,30,3,Medium,Refilled too late in service,Use smaller refill batch
2026-03-03,Tuesday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,187,180,normal,0.77,rainy,5.3,0.9,0.17,15,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-12-28,Sunday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,193,180,normal,0.85,sunny,10.0,1.3,0.13,90,1,Low,Regular consumption,Maintain current quantity
2025-10-21,Tuesday,Dinner,Fried Noodles,staple,Hot Kitchen,218,167,normal,0.46,rainy,7.3,3.6,0.49,15,1,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-27,Monday,Dinner,Fried Rice,staple,Hot Kitchen,87,69,normal,0.48,rainy,3.7,1.2,0.32,30,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-13,Tuesday,Breakfast,Roasted Chicken,meat,Hot Kitchen,199,210,wedding,0.72,rainy,10.3,1.0,0.1,45,0,Low,Regular consumption,Maintain current quantity
2026-01-17,Saturday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,208,159,normal,0.67,sunny,9.3,3.2,0.34,60,4,Medium,Overproduction,Use smaller refill batch
2026-02-04,Wednesday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,211,233,normal,0.8,sunny,10.2,2.6,0.25,30,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-13,Friday,Lunch,Fried Rice,staple,Hot Kitchen,69,68,normal,0.76,sunny,3.4,0.6,0.18,45,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-04,Saturday,Breakfast,Fruit Platter,dessert,Cold Dishes,218,195,normal,0.94,rainy,6.3,2.6,0.41,60,1,High,Low guest demand,Reduce initial quantity
2025-12-12,Friday,Breakfast,Fried Noodles,staple,Hot Kitchen,181,171,normal,0.79,sunny,12.6,1.9,0.15,45,0,Low,Regular consumption,Maintain current quantity
2026-01-22,Thursday,Lunch,Congee Side Toppings,side dish,Cold / Prep,73,81,normal,0.47,cloudy,4.4,1.4,0.32,90,3,Medium,Overproduction,Use smaller refill batch
2026-03-03,Tuesday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,143,120,normal,0.79,rainy,4.4,1.6,0.36,60,1,High,Low guest demand,Reduce initial quantity
2026-01-07,Wednesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,171,138,normal,0.48,cloudy,3.9,0.9,0.23,45,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-02,Friday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,75,64,normal,0.8,sunny,3.1,1.4,0.45,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-12,Wednesday,Dinner,Braised Pork,meat,Hot Kitchen,159,145,banquet,0.94,rainy,8.6,1.9,0.22,90,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-29,Thursday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,123,108,group_tour,0.89,rainy,5.0,3.0,0.6,30,4,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-10-14,Tuesday,Lunch,Fried Noodles,staple,Hot Kitchen,195,177,group_tour,0.47,rainy,8.8,2.0,0.23,60,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-24,Friday,Breakfast,Fruit Platter,dessert,Cold Dishes,93,83,group_tour,0.92,cloudy,4.4,1.4,0.32,60,0,Medium,Overproduction,Reduce final refill quantity
2026-01-28,Wednesday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,95,104,normal,0.68,cloudy,4.5,1.3,0.29,60,2,Medium,Overproduction,Use smaller refill batch
2025-10-03,Friday,Breakfast,Braised Pork,meat,Hot Kitchen,68,59,normal,0.62,rainy,3.0,0.8,0.27,90,4,Medium,Overproduction,Use smaller refill batch
2025-11-25,Tuesday,Breakfast,Braised Pork,meat,Hot Kitchen,74,70,normal,0.82,cloudy,3.0,0.6,0.2,15,0,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-30,Friday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,77,75,normal,0.77,sunny,1.8,0.7,0.39,30,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-28,Saturday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,128,121,group_tour,0.61,sunny,5.9,1.2,0.2,45,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-08,Sunday,Breakfast,Fruit Platter,dessert,Cold Dishes,196,217,normal,0.79,rainy,7.3,3.1,0.42,30,0,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-23,Thursday,Breakfast,Steamed Fish,seafood,Hot Kitchen,130,103,normal,0.5,sunny,6.0,2.6,0.43,90,1,High,Low guest demand,Reduce initial quantity
2026-01-17,Saturday,Dinner,Braised Pork,meat,Hot Kitchen,205,177,banquet,0.62,cloudy,13.7,3.8,0.28,90,1,Medium,Overproduction,Reduce final refill quantity
2026-01-16,Friday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,195,211,group_tour,0.69,cloudy,6.8,0.7,0.1,45,1,Low,Regular consumption,Maintain current quantity
2025-12-08,Monday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,72,58,normal,0.83,cloudy,2.9,1.1,0.38,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-16,Sunday,Dinner,Mixed Seafood,seafood,Hot Kitchen,124,142,banquet,0.53,sunny,7.3,1.9,0.26,30,2,Medium,Refilled too late in service,Use smaller refill batch
2025-12-23,Tuesday,Breakfast,Roasted Chicken,meat,Hot Kitchen,196,170,normal,0.94,rainy,7.4,4.1,0.55,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-11,Tuesday,Dinner,Fried Noodles,staple,Hot Kitchen,135,126,normal,0.62,rainy,8.7,4.1,0.47,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-24,Saturday,Dinner,Roasted Chicken,meat,Hot Kitchen,95,97,normal,0.9,cloudy,5.5,1.5,0.27,30,4,Medium,Refilled too late in service,Use smaller refill batch
2025-10-17,Friday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,131,108,normal,0.56,rainy,5.8,1.7,0.29,90,0,Medium,Overproduction,Reduce final refill quantity
2026-03-06,Friday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,181,162,banquet,0.63,rainy,5.4,2.1,0.39,45,2,High,Overproduction,Reduce initial quantity
2026-02-23,Monday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,166,177,group_tour,0.82,cloudy,8.3,0.8,0.1,60,3,Low,Regular consumption,Maintain current quantity
2026-03-02,Monday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,194,222,normal,0.69,cloudy,12.8,2.4,0.19,15,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-11,Thursday,Breakfast,Steamed Fish,seafood,Hot Kitchen,95,78,normal,0.73,rainy,3.4,1.5,0.44,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-03-01,Sunday,Lunch,Congee Side Toppings,side dish,Cold / Prep,60,48,normal,0.56,cloudy,2.3,1.4,0.61,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-04,Thursday,Breakfast,Fried Noodles,staple,Hot Kitchen,77,76,group_tour,0.95,cloudy,4.4,1.2,0.27,45,3,Medium,Overproduction,Use smaller refill batch
2026-02-01,Sunday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,126,102,normal,0.74,rainy,6.7,0.7,0.1,45,1,Low,Regular consumption,Maintain current quantity
2025-12-11,Thursday,Lunch,Roasted Chicken,meat,Hot Kitchen,134,128,normal,0.47,cloudy,5.7,1.9,0.33,15,1,Medium,Refilled too late in service,Reduce final refill quantity
